rowid,inputstate,res_division,votereg,birthyr,age5,CHOICE20_1,CHOICE20_2,CHOICE20_3,CHOICE20_4,CHOICE20_5,CHOICE20_6,CHOICE20_7,CHOICE20_8,CHOICE20_9,CHOICE20_10,CHOICE20_11,CHOICE20_12,CHOICE20_13,CHOICE20_14,CHOICE20_15,CHOICE20_16,CHOICE20_17,CHOICE20_18,CHOICE20_19,CHOICE20_20,CHOICE20_21,CHOICE20_22,CHOICE20_23,CHOICE20_24,CHOICE20_25,CHOICE20_26,CHOICE20_27,RANK20_1,RANK20_2,RANK20_3,RANK20_4,RANK20_5,RANK20_6,RANK20_7,RANK20_8,RANK20_9,RANK20_10,RANK20_11,RANK20_12,RANK20_13,RANK20_14,RANK20_15,RANK20_16,RANK20_17,RANK20_18,RANK20_19,RANK20_20,RANK20_21,RANK20_22,RANK20_23,RANK20_24,RANK20_25,RANK20_26,ANTICHOICE20_1,ANTICHOICE20_2,ANTICHOICE20_3,ANTICHOICE20_4,ANTICHOICE20_5,ANTICHOICE20_6,ANTICHOICE20_7,ANTICHOICE20_8,ANTICHOICE20_9,ANTICHOICE20_10,ANTICHOICE20_11,ANTICHOICE20_12,ANTICHOICE20_13,ANTICHOICE20_14,ANTICHOICE20_15,ANTICHOICE20_16,ANTICHOICE20_17,ANTICHOICE20_18,ANTICHOICE20_19,ANTICHOICE20_20,ANTICHOICE20_21,ANTICHOICE20_22,ANTICHOICE20_23,ANTICHOICE20_24,ANTICHOICE20_25,ANTICHOICE20_26,ANTICHOICE20_27,ANTIGEN20_1_resp,ANTIGEN20_2_resp,ANTIGEN20_3_resp,ANTIGEN20_4_resp,ANTIGEN20_5_resp,ANTIGEN20_6_resp,ANTIGEN20_7_resp,ANTIGEN20_8_resp,ANTIGEN20_9_resp,ANTIGEN20_10_resp,ANTIGEN20_11_resp,ANTIGEN20_12_resp,ANTIGEN20_13_resp,ANTIGEN20_14_resp,ANTIGEN20_15_resp,ANTIGEN20_16_resp,ANTIGEN20_17_resp,ANTIGEN20_18_resp,ANTIGEN20_19_resp,ANTIGEN20_20_resp,ANTIGEN20_21_resp,ANTIGEN20_22_resp,ANTIGEN20_23_resp,ANTIGEN20_24_resp,ANTIGEN20_25_resp,ANTIGEN20_26_resp,cand_allocator_col_1,cand_allocator_wom_1,cand_allocator_yng_1,cand_allocator_m4a_1,cand_allocator_abt_1,cand_allocator_ira_1,cand_allocator_rep_1,cand_allocator_fp_1,cand_allocator_exp_1,cand_allocator_leg_1,cand_allocator_ice_1,cand_allocator_env_1,cand_allocator_min_1,cand_allocator_rur_1,cand_allocator_tax_1,cand_allocator_cha_1,cand_allocator_con_1,djtelect,app_dtrmp,turnout16,presvote16post,presvote16post_t,turnout18post,housevote18post,housevote18post_t,pid3,pid3_t,pid7,pid3_condensed,ideo5,ideo3,pp18_polactions_1,pp18_polactions_2,pp18_polactions_3,pp18_polactions_4,pp18_polactions_5,pp18_polactions_6,pp18_polactions_7,pp18_polactions_8,pp18_polactions_t,state_election_type,primaryvote,partyvote,gender,educ,educ4,educ2,race,race_t,race4,race3,race2,hispanic,anychild,child18,marstat,urbancity,urbancity_t,faminc_new,employ,job,union_combined_1,union_combined_5,union_combined_2,union_combined_6,union_combined_3,union_combined_4,newsint,religpew,religpew_t,pew_bornagain,pew_churatd,faminc5,weight
39,6,9,1,1982,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,14,25,31,20,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,__NA__,1,1,__NA__,1,__NA__,2,1,4,3,2,2,2,2,2,2,2,1,__NA__,2,2,1,1,4,2,1,3,__NA__,3,3,2,1,2,2,5,2,__NA__,1,2,__NA__,2,2,2,2,1,2,3,2,__NA__,2,4,1,0.7015
40,4,8,1,1937,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,5,3,2,2,2,2,2,2,2,1,__NA__,2,1,2,1,3,2,1,1,__NA__,1,1,1,2,1,2,1,3,__NA__,6,2,__NA__,2,2,2,2,1,2,1,1,__NA__,1,2,2,0.5573
41,39,3,1,1962,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,__NA__,1,1,__NA__,3,__NA__,4,3,3,2,2,2,2,2,2,2,1,2,__NA__,2,1,3,1,5,3,2,1,__NA__,1,1,1,2,1,1,1,2,__NA__,15,1,__NA__,2,2,2,2,1,2,1,11,__NA__,2,5,5,0.7752
42,13,5,1,1955,4,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,,,,,1,,,,,3,,,,,,,,,,,,,,,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,,,3,,,3,,3,3,3,,,3,,3,,3,3,3,3,3,3,3,3,3,3,20,10,15,22,0,0,0,0,0,0,33,0,0,0,0,0,0,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,2,1,2,2,2,2,1,2,2,2,__NA__,2,1,1,2,4,2,1,7,None of your business,4,1,2,2,1,2,3,2,__NA__,97,5,__NA__,2,2,2,2,1,2,2,12,__NA__,2,4,6,0.6903
43,45,5,1,1997,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,0,8,8,8,0,6,6,9,9,0,5,7,6,9,5,8,2,4,2,7,__NA__,1,1,__NA__,1,__NA__,2,1,3,2,2,2,2,2,2,2,2,1,__NA__,2,1,1,1,3,2,1,2,__NA__,2,2,2,2,2,2,5,4,__NA__,5,1,__NA__,2,2,2,2,1,2,2,3,__NA__,1,6,2,4.2021
44,8,8,1,1945,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,6,__NA__,1,2,__NA__,2,__NA__,6,2,3,2,2,2,2,2,2,2,2,1,__NA__,1,1,2,2,2,1,1,1,__NA__,1,1,1,2,1,2,4,2,__NA__,4,1,__NA__,1,2,2,2,2,2,2,2,__NA__,2,6,2,1.3837
45,17,3,1,1945,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,5,,,,,,,,,,,,0,0,0,40,0,0,20,20,0,0,0,20,0,0,0,0,0,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,6,2,2,2,2,2,2,2,2,1,__NA__,2,1,1,2,2,1,1,2,__NA__,2,2,2,2,1,2,3,2,__NA__,1,6,__NA__,2,2,2,2,1,2,2,12,__NA__,1,5,1,1.0782
46,37,5,1,1994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,7,__NA__,1,5,Prefer not to say,3,__NA__,5,3,4,3,2,2,2,2,2,2,2,1,__NA__,2,3,3,1,3,2,1,1,__NA__,1,1,1,2,2,2,5,4,__NA__,8,8,__NA__,2,2,2,2,2,1,7,3,__NA__,2,2,3,6.0591
47,18,3,1,1958,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,2,,__NA__,2,__NA__,7,2,4,3,2,2,2,2,2,2,2,1,__NA__,2,1,2,1,5,3,2,1,__NA__,1,1,1,2,1,2,6,2,__NA__,7,1,__NA__,2,2,2,2,1,2,2,2,__NA__,2,4,3,0.9219
48,37,5,1,1961,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,__NA__,2,,__NA__,1,__NA__,2,1,3,2,2,2,2,2,2,2,2,1,__NA__,2,4,3,2,4,2,1,1,__NA__,1,1,1,2,2,2,5,4,__NA__,1,4,__NA__,2,2,2,2,1,2,2,10,__NA__,2,6,1,0.7494
49,5,7,1,1974,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,3,__NA__,5,3,4,3,2,2,2,2,2,2,2,1,__NA__,2,1,2,1,5,3,2,1,__NA__,1,1,1,2,2,2,5,4,__NA__,2,6,__NA__,2,2,2,2,1,2,1,1,__NA__,1,4,1,1.0162
50,13,5,1,1979,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,5,3,2,2,2,2,2,2,2,1,__NA__,2,1,2,1,2,1,1,1,__NA__,1,1,1,2,1,1,1,4,__NA__,5,1,__NA__,2,2,2,2,1,2,1,11,__NA__,1,3,2,0.9438
51,37,5,1,1976,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,26,33,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,__NA__,1,1,__NA__,1,__NA__,2,1,3,2,2,2,2,2,2,2,2,1,__NA__,2,2,1,1,2,1,1,1,__NA__,1,1,1,2,1,1,3,3,__NA__,9,1,__NA__,2,2,2,2,1,2,4,1,__NA__,1,3,3,0.7936
52,6,9,1,1980,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,__NA__,1,6,__NA__,2,__NA__,6,2,3,2,2,2,2,2,2,2,2,1,__NA__,2,1,2,1,2,1,1,3,__NA__,3,3,2,1,2,2,6,1,__NA__,5,1,__NA__,2,2,2,2,1,2,2,9,__NA__,2,5,2,0.4135
53,48,7,1,1951,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,__NA__,1,2,__NA__,3,__NA__,4,3,3,2,2,2,1,2,1,2,2,2,__NA__,2,3,3,2,4,2,1,3,__NA__,3,3,2,1,1,2,1,4,__NA__,6,5,__NA__,2,2,2,2,1,2,1,1,__NA__,1,5,2,0.3995
54,17,3,1,1969,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,4,3,2,2,2,2,2,2,2,1,__NA__,2,4,2,1,3,2,1,1,__NA__,1,1,1,2,2,2,1,2,__NA__,97,1,__NA__,2,2,2,2,1,2,1,2,__NA__,2,6,6,0.9098
55,37,5,1,1989,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,2,__NA__,2,,__NA__,3,__NA__,4,3,6,2,2,2,2,2,2,2,2,1,__NA__,2,3,3,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,4,__NA__,97,2,__NA__,2,2,2,2,1,2,7,2,__NA__,2,2,6,1.0918
56,36,2,1,1961,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,5,3,1,2,1,2,1,1,2,2,__NA__,2,1,2,2,5,3,2,1,__NA__,1,1,1,2,2,2,3,3,__NA__,2,5,__NA__,2,2,2,2,1,2,1,2,__NA__,2,2,1,0.8642
57,9,1,1,1981,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,2,__NA__,2,,__NA__,5,__NA__,8,3,3,2,2,2,2,2,2,2,2,1,__NA__,2,4,3,2,1,1,1,4,__NA__,4,1,2,2,1,2,1,3,__NA__,97,4,__NA__,2,2,2,2,1,2,1,1,__NA__,1,7,6,0.8653
58,13,5,1,1969,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,6,2,4,3,2,2,2,2,1,2,2,2,__NA__,2,1,2,1,3,2,1,1,__NA__,1,1,1,2,1,2,1,3,__NA__,10,1,__NA__,2,2,2,2,1,2,2,1,__NA__,1,3,4,0.8764
59,26,3,1,1948,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,6,__NA__,1,2,__NA__,2,__NA__,7,2,4,3,2,2,2,2,1,2,2,2,__NA__,2,1,2,2,2,1,1,1,__NA__,1,1,1,2,1,2,1,4,__NA__,4,5,__NA__,2,1,2,2,2,2,1,1,__NA__,1,2,2,1.3033
60,51,5,1,1981,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,,1,1,1,,,1,,,,,1,,,,,,,,,1,,,,0,1,0,12,8,6,0,9,0,0,0,17,14,5,14,14,0,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,2,1,2,2,2,2,1,2,2,2,__NA__,2,1,1,1,6,4,2,1,__NA__,1,1,1,2,1,1,1,2,__NA__,12,1,__NA__,2,2,2,2,1,2,1,5,__NA__,2,5,5,1.0023
61,6,9,1,1955,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,4,3,2,2,1,2,1,2,2,2,__NA__,2,1,2,2,3,2,1,1,__NA__,1,1,1,2,2,2,5,2,__NA__,4,5,__NA__,2,2,2,2,1,2,3,1,__NA__,1,2,2,0.826
62,47,6,1,1944,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,3,__NA__,5,3,4,3,2,2,1,2,2,2,2,2,__NA__,2,1,2,1,3,2,1,1,__NA__,1,1,1,2,1,2,1,4,__NA__,5,6,__NA__,2,2,2,2,1,2,2,11,__NA__,2,6,2,0.5056
63,1,6,1,1999,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,,1,,,4,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,35,0,0,10,10,10,0,35,0,0,0,0,0,2,4,2,7,__NA__,1,1,__NA__,1,__NA__,1,1,2,1,2,2,2,2,2,2,2,1,__NA__,2,1,1,2,3,2,1,1,__NA__,1,1,1,2,2,2,5,3,__NA__,1,8,__NA__,2,2,2,2,1,2,2,9,__NA__,2,6,1,1.9834
64,36,2,1,1956,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,2,,,,,1,,,,,,,,,,,,,,,3,,,,,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,,,,1,,,,1,,,,,,,,,,1,,1,,,1,1,,1,0,0,0,25,25,0,0,0,0,0,0,30,0,0,20,0,0,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,1,1,1,1,1,2,1,1,2,2,__NA__,2,1,1,2,4,2,1,1,__NA__,1,1,1,2,1,2,1,3,__NA__,11,2,__NA__,2,2,1,2,2,2,1,10,__NA__,2,6,4,0.5547
65,39,3,1,1977,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,4,Conservative,5,3,4,3,2,2,2,2,1,2,2,2,__NA__,2,1,2,1,5,3,2,1,__NA__,1,1,1,2,1,1,1,2,__NA__,6,1,__NA__,2,2,2,2,1,2,1,1,__NA__,2,5,2,1.1921
66,13,5,1,1969,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,1,2,,,,,,,5,,,,,7,,,,,6,,3,,1,,,4,,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,2,1,,,2,,2,,,,,,,,2,2,,2,,2,2,2,,,,,,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,1,1,1,2,__NA__,1,1,__NA__,1,__NA__,1,1,5,3,1,1,1,2,2,2,2,2,__NA__,2,1,1,2,6,4,2,1,__NA__,1,1,1,2,1,1,1,1,__NA__,10,1,__NA__,1,1,2,1,2,2,1,2,__NA__,,1,4,1.3496
67,22,7,1,1980,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,1,__NA__,1,6,__NA__,5,__NA__,8,3,6,2,2,2,2,2,2,2,2,1,__NA__,2,3,3,1,2,1,1,2,__NA__,2,2,2,2,2,2,5,1,__NA__,1,6,__NA__,2,2,2,2,2,1,4,1,__NA__,2,4,1,3.5892
68,4,8,1,1949,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,__NA__,1,6,__NA__,3,__NA__,4,3,5,3,2,2,2,2,2,2,2,1,__NA__,2,1,2,2,2,1,1,1,__NA__,1,1,1,2,1,2,1,2,__NA__,97,9,__NA__,2,2,2,2,1,2,2,1,__NA__,1,2,6,3.2896
69,36,2,1,1967,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,7,__NA__,1,3,__NA__,3,__NA__,4,3,1,1,2,2,2,1,2,2,2,2,__NA__,2,1,3,1,2,1,1,8,__NA__,,,,2,2,2,1,1,__NA__,5,2,__NA__,2,2,2,1,2,2,2,2,__NA__,2,2,2,1.134
70,37,5,1,1949,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,3,2,2,2,2,2,2,2,2,1,__NA__,2,1,2,2,2,1,1,1,__NA__,1,1,1,2,1,2,3,4,__NA__,2,5,__NA__,2,2,2,2,1,2,1,1,__NA__,1,2,1,2.9847
71,12,5,1,1945,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,4,3,1,2,1,1,1,1,2,2,__NA__,2,1,2,1,5,3,2,1,__NA__,1,1,1,2,1,2,1,2,__NA__,12,5,__NA__,2,2,2,2,1,2,1,2,__NA__,2,6,5,1.0358
72,36,2,1,1955,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,__NA__,1,2,__NA__,3,__NA__,4,3,3,2,2,2,1,2,1,2,2,2,__NA__,2,1,3,1,2,1,1,1,__NA__,1,1,1,2,1,2,1,2,__NA__,8,1,__NA__,1,2,2,2,2,2,1,2,__NA__,2,5,3,1.3432
73,17,3,1,1939,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,4,3,1,2,2,2,2,2,1,2,__NA__,2,1,2,1,6,4,2,1,__NA__,1,1,1,2,1,2,1,2,__NA__,10,5,__NA__,2,2,2,1,2,2,1,1,__NA__,1,2,4,0.8091
74,20,4,1,1964,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,1,__NA__,1,3,__NA__,3,__NA__,4,3,6,2,2,2,2,2,2,2,2,1,__NA__,1,3,3,2,5,3,2,1,__NA__,1,1,1,2,2,2,5,2,__NA__,2,6,__NA__,2,2,2,2,2,1,2,1,__NA__,1,2,1,0.8569
75,34,2,1,1951,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,__NA__,1,2,__NA__,2,__NA__,7,2,4,3,2,2,2,2,1,2,2,2,__NA__,2,1,2,2,4,2,1,1,__NA__,1,1,1,2,2,2,4,1,__NA__,97,5,__NA__,2,2,2,2,1,2,1,2,__NA__,1,5,6,0.4999
76,12,5,1,1979,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,__NA__,1,2,__NA__,2,__NA__,6,2,4,3,2,2,2,2,2,2,2,1,__NA__,2,1,2,2,5,3,2,1,__NA__,1,1,1,2,1,1,6,3,__NA__,2,1,__NA__,2,2,2,2,1,2,1,1,__NA__,2,3,1,1.0918
77,48,7,1,1957,4,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,,2,,,3,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,1,0,5,74,3,3,2,0,0,0,3,0,3,2,2,4,1,1,__NA__,1,1,__NA__,3,__NA__,3,3,3,2,2,2,2,2,2,2,2,1,__NA__,2,1,1,1,5,3,2,1,__NA__,1,1,1,2,1,2,1,2,__NA__,12,1,__NA__,2,2,2,2,1,2,2,12,__NA__,2,2,5,0.7467
78,44,1,1,1978,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,7,__NA__,1,1,__NA__,3,__NA__,4,3,3,2,2,2,2,2,2,2,2,1,__NA__,2,3,3,1,2,1,1,1,__NA__,1,1,1,2,1,2,5,2,__NA__,5,2,__NA__,2,2,2,2,1,2,1,10,__NA__,2,6,2,0.6523
79,34,2,1,1962,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,__NA__,1,1,__NA__,1,__NA__,1,1,6,2,2,2,2,2,2,2,2,1,__NA__,2,1,1,2,6,4,2,2,__NA__,2,2,2,2,1,2,2,2,__NA__,12,5,__NA__,2,2,2,2,1,2,7,11,__NA__,1,1,5,0.7181
